Year,Country of Origin Code,Country of Asylum Code,Country of Origin Name,Country of Asylum Name,Refugees,Asylum seekers,Other people in need of international protection,Internally displaced persons,Stateless Persons,Others of concern to UNHCR,Host community
2023,PSE,CUB,State of Palestine,Cuba,5,0,0,0,0,0,0
2023,PSE,CYP,State of Palestine,Cyprus,2407,250,0,0,0,0,0
2023,PSE,ECU,State of Palestine,Ecuador,11,13,0,0,0,0,0
2023,PSE,EST,State of Palestine,Estonia,7,0,0,0,0,0,0
2023,PSE,ETH,State of Palestine,Ethiopia,7,6,0,0,0,0,0
2023,PSE,FRA,State of Palestine,France,2211,115,0,0,0,0,0
2023,PSE,GBR,State of Palestine,United Kingdom of Great Britain and Northern Ireland,876,327,0,0,0,0,0
2023,PSE,GEO,State of Palestine,Georgia,0,5,0,0,0,0,0
2023,PSE,DEU,State of Palestine,Germany,2142,1849,0,0,0,0,0
2023,PSE,GHA,State of Palestine,Ghana,20,8,0,0,0,0,0
2023,PSE,GRC,State of Palestine,Greece,13988,1277,0,0,0,0,0
2023,PSE,HRV,State of Palestine,Croatia,0,18,0,0,0,0,0
2023,PSE,HUN,State of Palestine,Hungary,83,0,0,0,0,0,0
2023,PSE,ISL,State of Palestine,Iceland,425,85,0,0,0,0,0
2023,PSE,IND,State of Palestine,India,47,5,0,0,0,0,0
2023,PSE,IDN,State of Palestine,Indonesia,137,69,0,0,0,0,0
2023,PSE,IRL,State of Palestine,Ireland,125,124,0,0,0,0,0
2023,PSE,IRQ,State of Palestine,Iraq,6461,155,0,0,0,110,0
2023,PSE,ITA,State of Palestine,Italy,826,117,0,0,0,0,0
2023,PSE,JOR,State of Palestine,Jordan,0,0,0,0,0,88,0
2023,PSE,KGZ,State of Palestine,Kyrgyzstan,0,5,0,0,0,0,0
2023,PSE,KWT,State of Palestine,Kuwait,5,5,0,0,0,0,0
2023,PSE,LBY,State of Palestine,Libya,201,656,0,0,0,0,0
2023,PSE,LBN,State of Palestine,Lebanon,0,0,0,0,0,2399,0
2023,PSE,LKA,State of Palestine,Sri Lanka,5,0,0,0,0,0,0
2023,PSE,LVA,State of Palestine,Latvia,5,0,0,0,0,0,0
2023,PSE,MRT,State of Palestine,Mauritania,77,26,0,0,0,0,0
2023,PSE,MKD,State of Palestine,North Macedonia,0,5,0,0,0,0,0
2023,PSE,MDA,State of Palestine,Republic of Moldova,0,8,0,0,0,0,0
2023,PSE,MEX,State of Palestine,Mexico,6,14,0,0,0,0,0
2023,PSE,MYS,State of Palestine,Malaysia,219,394,0,0,0,0,0
2023,PSE,MAR,State of Palestine,Morocco,91,111,0,0,0,0,0
2023,PSE,MOZ,State of Palestine,Mozambique,0,9,0,0,0,0,0
2023,PSE,MLT,State of Palestine,Malta,72,15,0,0,0,0,0
2023,PSE,NLD,State of Palestine,Netherlands (Kingdom of the),0,33,0,0,0,0,0
2023,PSE,NGA,State of Palestine,Nigeria,24,33,0,0,0,0,0
2023,PSE,NZL,State of Palestine,New Zealand,9,0,0,0,0,0,0
2023,PSE,PAK,State of Palestine,Pakistan,21,0,0,0,0,0,0
2023,PSE,PRY,State of Palestine,Paraguay,0,5,0,0,0,0,0
2023,PSE,PER,State of Palestine,Peru,40,40,0,0,0,0,0
2023,PSE,PHL,State of Palestine,Philippines,71,30,0,0,0,0,0
2023,PSE,POL,State of Palestine,Poland,19,15,0,0,0,0,0
2023,PSE,PRT,State of Palestine,Portugal,12,0,0,0,0,0,0
2023,PSE,ROU,State of Palestine,Romania,80,37,0,0,0,0,0
2023,PSE,ZAF,State of Palestine,South Africa,30,5,0,0,0,0,0
2023,PSE,RUS,State of Palestine,Russian Federation,13,26,0,0,0,0,0
2023,PSE,SAU,State of Palestine,Saudi Arabia,13,27,0,0,0,0,0
2023,PSE,SOM,State of Palestine,Somalia,7,0,0,0,0,0,0
2023,PSE,ESP,State of Palestine,Spain,1234,260,0,0,0,0,0
2023,PSE,SRB,State of Palestine,Serbia,5,0,0,0,0,37,0
2023,PSE,SDN,State of Palestine,Sudan,49,24,0,0,0,186,0
2023,PSE,SVK,State of Palestine,Slovakia,7,0,0,0,0,0,0
2023,PSE,SVN,State of Palestine,Slovenia,30,5,0,0,0,0,0
2023,PSE,SWE,State of Palestine,Sweden,1336,171,0,0,0,0,0
2023,PSE,THA,State of Palestine,Thailand,147,0,0,0,0,0,0
2023,PSE,TGO,State of Palestine,Togo,5,0,0,0,0,0,0
2023,PSE,TUN,State of Palestine,Tunisia,34,58,0,0,0,0,0
2023,PSE,ARE,State of Palestine,United Arab Emirates,23,10,0,0,0,7,0
2023,PSE,UGA,State of Palestine,Uganda,5,0,0,0,0,0,0
2023,PSE,UKR,State of Palestine,Ukraine,18,17,0,0,0,0,0
2023,PSE,USA,State of Palestine,United States of America,36,89,0,0,0,0,0
2023,PSE,VEN,State of Palestine,Venezuela (Bolivarian Republic of),7,0,0,0,0,0,0
2023,PSE,YEM,State of Palestine,Yemen,373,323,0,0,0,5,0
2023,PSE,ZMB,State of Palestine,Zambia,12,0,0,0,0,0,0
2024,PSE,ALB,State of Palestine,Albania,13,0,0,0,0,0,0
2024,PSE,DZA,State of Palestine,Algeria,209,5,0,0,0,0,0
2024,PSE,ARG,State of Palestine,Argentina,22,17,0,0,0,0,0
2024,PSE,ARM,State of Palestine,Armenia,7,0,0,0,0,0,0
2024,PSE,AUS,State of Palestine,Australia,266,687,0,0,0,0,0
2024,PSE,BEL,State of Palestine,Belgium,7986,6634,0,0,0,0,0
2024,PSE,BGD,State of Palestine,Bangladesh,5,0,0,0,0,0,0
2024,PSE,BLR,State of Palestine,Belarus,11,0,0,0,0,0,0
2024,PSE,BRA,State of Palestine,Brazil,333,102,0,0,0,0,0
2024,PSE,BIH,State of Palestine,Bosnia and Herzegovina,27,13,0,0,0,6,0
2024,PSE,CAN,State of Palestine,Canada,693,793,0,0,0,0,0
2024,PSE,CHN,State of Palestine,China,11,7,0,0,0,0,0
2024,PSE,CHL,State of Palestine,Chile,21,0,0,0,0,0,0
2024,PSE,COD,State of Palestine,Democratic Republic of the Congo,0,5,0,0,0,0,0
2024,PSE,CRI,State of Palestine,Costa Rica,0,5,0,0,0,0,0
2024,PSE,CYP,State of Palestine,Cyprus,2655,157,0,0,0,0,0
2024,PSE,DNK,State of Palestine,Denmark,7,0,0,0,0,0,0
2024,PSE,ECU,State of Palestine,Ecuador,6,7,0,0,0,0,0
2024,PSE,EST,State of Palestine,Estonia,7,0,0,0,0,0,0
2024,PSE,ETH,State of Palestine,Ethiopia,7,13,0,0,0,0,0
2024,PSE,FRA,State of Palestine,France,2446,261,0,0,0,0,0
2024,PSE,GBR,State of Palestine,United Kingdom of Great Britain and Northern Ireland,1080,526,0,0,0,0,0
2024,PSE,GEO,State of Palestine,Georgia,0,13,0,0,0,0,0
2024,PSE,DEU,State of Palestine,Germany,2327,1903,0,0,0,0,0
2024,PSE,GHA,State of Palestine,Ghana,19,0,0,0,0,0,0
2024,PSE,GRC,State of Palestine,Greece,11725,396,0,0,0,0,0
2024,PSE,HUN,State of Palestine,Hungary,82,0,0,0,0,0,0
2024,PSE,ISL,State of Palestine,Iceland,737,44,0,0,0,0,0
2024,PSE,IND,State of Palestine,India,37,15,0,0,0,0,0
2024,PSE,IDN,State of Palestine,Indonesia,129,67,0,0,0,0,0
2024,PSE,IRL,State of Palestine,Ireland,148,961,0,0,0,0,0
2024,PSE,IRQ,State of Palestine,Iraq,6855,319,0,0,0,111,0
2024,PSE,ITA,State of Palestine,Italy,1082,182,0,0,0,0,0
2024,PSE,JOR,State of Palestine,Jordan,0,0,0,0,0,76,0
2024,PSE,KGZ,State of Palestine,Kyrgyzstan,0,5,0,0,0,0,0
2024,PSE,KWT,State of Palestine,Kuwait,0,5,0,0,0,0,0
2024,PSE,LBY,State of Palestine,Libya,214,419,0,0,0,0,0
2024,PSE,LBN,State of Palestine,Lebanon,0,0,0,0,0,2304,0
2024,PSE,LKA,State of Palestine,Sri Lanka,5,0,0,0,0,0,0
2024,PSE,LVA,State of Palestine,Latvia,5,0,0,0,0,0,0
2024,PSE,MRT,State of Palestine,Mauritania,69,22,0,0,0,0,0
2024,PSE,MDA,State of Palestine,Republic of Moldova,9,0,0,0,0,0,0
2024,PSE,MEX,State of Palestine,Mexico,6,16,0,0,0,0,0
2024,PSE,MYS,State of Palestine,Malaysia,194,366,0,0,0,0,0
2024,PSE,MAR,State of Palestine,Morocco,48,90,0,0,0,0,0
2024,PSE,MOZ,State of Palestine,Mozambique,0,9,0,0,0,0,0
2024,PSE,MLT,State of Palestine,Malta,57,20,0,0,0,0,0
2024,PSE,NLD,State of Palestine,Netherlands (Kingdom of the),0,46,0,0,0,0,0
2024,PSE,NGA,State of Palestine,Nigeria,36,91,0,0,0,0,0
2024,PSE,NOR,State of Palestine,Norway,5,51,0,0,0,0,0
2024,PSE,NZL,State of Palestine,New Zealand,6,33,0,0,0,0,0
2024,PSE,PAK,State of Palestine,Pakistan,21,5,0,0,0,0,0
2024,PSE,PER,State of Palestine,Peru,40,41,0,0,0,0,0
2024,PSE,PHL,State of Palestine,Philippines,78,49,0,0,0,0,0
2024,PSE,POL,State of Palestine,Poland,23,20,0,0,0,0,0
2024,PSE,PRT,State of Palestine,Portugal,20,5,0,0,0,0,0
2024,PSE,ROU,State of Palestine,Romania,233,10,0,0,0,0,0
2024,PSE,ZAF,State of Palestine,South Africa,46,20,0,0,0,0,0
2024,PSE,RUS,State of Palestine,Russian Federation,280,14,0,0,0,0,0
2024,PSE,SAU,State of Palestine,Saudi Arabia,13,27,0,0,0,0,0
2024,PSE,SOM,State of Palestine,Somalia,12,0,0,0,0,0,0
2024,PSE,ESP,State of Palestine,Spain,1579,530,0,0,0,0,0
2024,PSE,SRB,State of Palestine,Serbia,5,0,0,0,0,0,0
2024,PSE,SDN,State of Palestine,Sudan,49,24,0,0,0,187,0
2024,PSE,SVK,State of Palestine,Slovakia,8,0,0,0,0,0,0
2024,PSE,SVN,State of Palestine,Slovenia,32,22,0,0,0,0,0
2024,PSE,SWE,State of Palestine,Sweden,1025,136,0,0,0,0,0
2024,PSE,THA,State of Palestine,Thailand,132,5,0,0,0,0,0
2024,PSE,TGO,State of Palestine,Togo,5,0,0,0,0,0,0
2024,PSE,TUN,State of Palestine,Tunisia,23,58,0,0,0,0,0
2024,PSE,ARE,State of Palestine,United Arab Emirates,28,5,0,0,0,5,0
2024,PSE,UGA,State of Palestine,Uganda,5,0,0,0,0,0,0
2024,PSE,UKR,State of Palestine,Ukraine,12,17,0,0,0,0,0
2024,PSE,USA,State of Palestine,United States of America,36,83,0,0,0,0,0
2024,PSE,VEN,State of Palestine,Venezuela (Bolivarian Republic of),7,0,0,0,0,0,0
2024,PSE,YEM,State of Palestine,Yemen,379,344,0,0,0,5,0
2024,PSE,ZMB,State of Palestine,Zambia,14,0,0,0,0,0,0
2025,PSE,ALB,State of Palestine,Albania,13,5,0,0,0,7,0
2025,PSE,DZA,State of Palestine,Algeria,170,5,0,0,0,0,0
2025,PSE,ARG,State of Palestine,Argentina,26,15,0,0,0,0,0
2025,PSE,ARM,State of Palestine,Armenia,7,0,0,0,0,0,0
2025,PSE,AUS,State of Palestine,Australia,1187,1386,0,0,0,45,0
2025,PSE,BEL,State of Palestine,Belgium,8505,6568,0,0,0,0,0
2025,PSE,BEN,State of Palestine,Benin,0,5,0,0,0,0,0
2025,PSE,BGD,State of Palestine,Bangladesh,5,0,0,0,0,0,0
2025,PSE,BLR,State of Palestine,Belarus,11,0,0,0,0,0,0
2025,PSE,BRA,State of Palestine,Brazil,362,84,0,0,0,0,0
2025,PSE,BIH,State of Palestine,Bosnia and Herzegovina,33,5,0,0,0,121,0
2025,PSE,CAN,State of Palestine,Canada,1015,941,0,0,0,0,0
2025,PSE,CHN,State of Palestine,China,11,7,0,0,0,0,0
2025,PSE,CHL,State of Palestine,Chile,30,0,0,0,0,0,0
2025,PSE,COD,State of Palestine,Democratic Republic of the Congo,0,5,0,0,0,0,0
2025,PSE,CUB,State of Palestine,Cuba,9,5,0,0,0,0,0
2025,PSE,CYP,State of Palestine,Cyprus,2690,161,0,0,0,0,0
2025,PSE,DNK,State of Palestine,Denmark,10,0,0,0,0,0,0
2025,PSE,ECU,State of Palestine,Ecuador,10,5,0,0,0,0,0
2025,PSE,EST,State of Palestine,Estonia,7,0,0,0,0,0,0
2025,PSE,ETH,State of Palestine,Ethiopia,9,11,0,0,0,0,0
2025,PSE,FRA,State of Palestine,France,2513,376,0,0,0,0,0
2025,PSE,GBR,State of Palestine,United Kingdom of Great Britain and Northern Ireland,1269,597,0,0,0,0,0
2025,PSE,GEO,State of Palestine,Georgia,0,6,0,0,0,0,0
2025,PSE,DEU,State of Palestine,Germany,2436,1554,0,0,0,0,0
2025,PSE,GHA,State of Palestine,Ghana,19,5,0,0,0,0,0
2025,PSE,GRC,State of Palestine,Greece,11697,382,0,0,0,0,0
2025,PSE,HUN,State of Palestine,Hungary,79,0,0,0,0,0,0
2025,PSE,ISL,State of Palestine,Iceland,786,67,0,0,0,0,0
2025,PSE,IND,State of Palestine,India,38,19,0,0,0,0,0
2025,PSE,IDN,State of Palestine,Indonesia,118,74,0,0,0,0,0
2025,PSE,IRL,State of Palestine,Ireland,321,746,0,0,0,0,0
2025,PSE,IRQ,State of Palestine,Iraq,6983,316,0,0,0,116,0
2025,PSE,ITA,State of Palestine,Italy,950,178,0,0,0,0,0
2025,PSE,JOR,State of Palestine,Jordan,0,0,0,0,0,54,0
2025,PSE,KGZ,State of Palestine,Kyrgyzstan,0,5,0,0,0,0,0
2025,PSE,KWT,State of Palestine,Kuwait,0,5,0,0,0,0,0
2025,PSE,LBY,State of Palestine,Libya,190,337,0,0,0,0,0
2025,PSE,LBN,State of Palestine,Lebanon,0,0,0,0,0,2262,0
2025,PSE,LKA,State of Palestine,Sri Lanka,5,0,0,0,0,0,0
2025,PSE,LVA,State of Palestine,Latvia,5,0,0,0,0,0,0
2025,PSE,MRT,State of Palestine,Mauritania,50,25,0,0,0,0,0
2025,PSE,MDA,State of Palestine,Republic of Moldova,10,0,0,0,0,0,0
2025,PSE,MEX,State of Palestine,Mexico,7,16,0,0,0,0,0
2025,PSE,MYS,State of Palestine,Malaysia,188,316,0,0,0,0,0
2025,PSE,MNE,State of Palestine,Montenegro,0,0,0,0,0,31,0
2025,PSE,MAR,State of Palestine,Morocco,45,98,0,0,0,0,0
2025,PSE,MOZ,State of Palestine,Mozambique,0,9,0,0,0,0,0
2025,PSE,MLT,State of Palestine,Malta,76,5,0,0,0,0,0
2025,PSE,NLD,State of Palestine,Netherlands (Kingdom of the),0,57,0,0,0,0,0
2025,PSE,NGA,State of Palestine,Nigeria,58,73,0,0,0,0,0
2025,PSE,NOR,State of Palestine,Norway,9,79,0,0,0,0,0
2025,PSE,NZL,State of Palestine,New Zealand,30,15,0,0,0,0,0
2025,PSE,PAK,State of Palestine,Pakistan,21,5,0,0,0,0,0
2025,PSE,PER,State of Palestine,Peru,40,41,0,0,0,0,0
2025,PSE,PHL,State of Palestine,Philippines,76,62,0,0,0,0,0
2025,PSE,POL,State of Palestine,Poland,35,20,0,0,0,0,0
2025,PSE,PRT,State of Palestine,Portugal,10,7,0,0,0,0,0
2025,PSE,ROU,State of Palestine,Romania,343,0,0,0,0,0,0
2025,PSE,ZAF,State of Palestine,South Africa,58,15,0,0,0,0,0
2025,PSE,RUS,State of Palestine,Russian Federation,230,8,0,0,0,0,0
2025,PSE,SAU,State of Palestine,Saudi Arabia,13,27,0,0,0,0,0
2025,PSE,SOM,State of Palestine,Somalia,14,5,0,0,0,0,0
2025,PSE,ESP,State of Palestine,Spain,2015,835,0,0,0,0,0
2025,PSE,SRB,State of Palestine,Serbia,5,5,0,0,0,28,0
2025,PSE,SDN,State of Palestine,Sudan,49,24,0,0,0,187,0
2025,PSE,SVK,State of Palestine,Slovakia,8,0,0,0,0,0,0
2025,PSE,SVN,State of Palestine,Slovenia,42,11,0,0,0,0,0
2025,PSE,SWE,State of Palestine,Sweden,911,172,0,0,0,0,0
2025,PSE,THA,State of Palestine,Thailand,132,6,0,0,0,0,0
2025,PSE,TGO,State of Palestine,Togo,5,0,0,0,0,0,0
2025,PSE,TUN,State of Palestine,Tunisia,23,57,0,0,0,0,0
2025,PSE,ARE,State of Palestine,United Arab Emirates,28,5,0,0,0,5,0
2025,PSE,UGA,State of Palestine,Uganda,5,0,0,0,0,0,0
2025,PSE,UKR,State of Palestine,Ukraine,12,16,0,0,0,0,0
2025,PSE,USA,State of Palestine,United States of America,36,83,0,0,0,0,0
2025,PSE,VEN,State of Palestine,Venezuela (Bolivarian Republic of),7,0,0,0,0,0,0
2025,PSE,YEM,State of Palestine,Yemen,379,344,0,0,0,5,0
2025,PSE,ZMB,State of Palestine,Zambia,14,0,0,0,0,0,0
